SUPERNOVA SHOES,1700000,RESPONSIVE RUNNING SHOES FOR YOUR DAILY MILES.,"Squeeze in a few laps before work or sprint across the finish line of your first 10K. When you're upping your mileage and tackling new running goals, these adidas Supernova Shoes are your go-to pair. The engineered mesh upper gives you support and ventilation where you need it most. Springy Bounce in the forefoot combines with responsive Boost in the heel to give a smooth, easy ride.",11,34,list_products/14.jpg
SEPATU FUTSAL SUPER SALA,900000,SEPATU FUTSAL BREATHABLE UNTUK MENUNJUKKAN KEMAMPUAN FUTSAL.,"Kecoh penjagaanmu dalam sekejap mata. Dibuat untuk futsal bertempo cepat, sepatu futsal adidas ini dilengkapi outsole dari bahan karet non-marking yang didesain untuk gerakan eksplosif di permukaan indoor yang rata. Material sintetis yang awet di bagian forefoot tahan terhadap benturan dan goresan, sedangkan upper berbahan mesh membuat kaki yang bergerak cepat tetap terasa sejuk.",13,32,list_products/15.jpg
SEPATU TRAE YOUNG 1,1900000,PRODUK TERBARU DARI ADIDAS BASKETBALL DAN TRAE YOUNG.,"Trae Young 1, dari adidas Basketball dan Trae Young, memadukan tampilan tak tertandingi dan style unik Trae dalam permainan dengan kelincahan, pengendalian, dan kenyamanan terbaik. Membuat debut sepatu signature-nya, setiap pilihan warna dalam koleksi ini terlihat mengabadikan pesona dan kepribadian Young yang unik sekaligus menghadirkan teknologi top dalam sepatu basket adidas. Produk ini dibuat dengan konten hasil daur ulang sebagai bagian dari ambisi kami untuk mengurangi pencemaran limbah plastik. 20% dari material yang digunakan dalam upper dibuat dengan minimum 50% konten hasil daur ulang.",12,41,list_products/16.jpg
SEPATU ADIZERO ADIOS 6,2000000,SEPATU RUNNING RINGAN UNTUK LATIHAN DAN KEJUARAAN LARI.,"Lari dengan interval dan tempo di pagi hari yang dingin terbayar sudah. Kamu berhasil sampai ke garis start. Selanjutnya hanya perlu bersiap maju dan menempuh jarak menggunakan sepatu running adidas ini. Upper berbahan mesh sangat ringan sehingga kamu tidak akan merasakannya saat berlari. Bantalan Lightstrike menghasilkan sensasi lari yang responsif dan pas. Produk ini dibuat dengan Primegreen, rangkaian material hasil daur ulang beperforma tinggi. 50% dari upper berbahan konten hasil daur ulang. Tanpa virgin poliester.",13,39,list_products/17.jpg
SEPATU GALAXY 5,700000,SEPATU RUNNING YANG RINGAN DENGAN SIRKULASI UDARA YANG LEBIH BAIK.,"Maksimalkan kualitas sesi lari Anda. Berapa pun jauh Anda berlari, sepatu adidas ini akan membuat setiap langkah Anda terasa nyaman. Beberapa blok lagi. Beberapa putaran lagi. Atau, beberapa kilometer lagi. Anda pasti bisa melakukannya.",11,77,list_products/18.jpg
SEPATU ADIZERO BOSTON 10,2200000,BERLARI SETIAP HARI SEPERTI DALAM KOMPETISI.,"adizero Boston 10 adalah sepatu running serbaguna yang didesain untuk memaksimalkan sesi latihan lari panjangmu sehari-hari. Dibangun melalui warisan dan evolusi desain adizero, adizero Boston 10 menawarkan teknologi canggih bagi pelari, menghadirkan LIGHTSTRIKE PRO yang dikombinasikan dengan busa midsole LIGHTSTRIKE EVA yang tahan lama, ENERGYRODS, dan OUTSOLE KARET CONTINENTAL™ untuk menunjang latihan lari jarak jauh sehari-hari dengan sensasi yang ringan dan tahan lama.",11,30,list_products/19.jpg
SEPATU ULTRABOOST UNCAGED LAB,3200000,SEPATU RUNNING BEPERFORMA TINGGI YANG DIDESAIN DENGAN MEMPERHATIKAN KELESTARIAN BUMI.,"Hampir mustahil untuk berlari setiap hari dan tidak berpikir tentang jalur yang dilalui. Dari taman kota hingga jalur gurun, alam adalah stadion milik pelari. Sepatu Ultraboost Uncaged ini didesain khusus untuk kelestarian planet. Upper adidas Primeknit tanpa jahitan dibuat dari TENCEL™, dengan tali sepatu linen. Outsole fleksibel beradaptasi dengan pendaratan kakimu sekaligus menunjukkan potensi maksimal Boost.",12,31,list_products/20.jpg
SEPATU ULTRABOOST 5.0 DNA,2800000,SEPATU RUNNING DENGAN TAMPILAN YANG COCOK DIPAKAI KE MANA PUN.,Kenyamanan yang berasal dari aktivitas lari berpadu dengan style kasual pada Sepatu adidas Ultraboost 5.0 DNA ini. Bantalan Boost memberikan pengembalian energi sehingga kamu bisa tampil stylish dan merasa nyaman sepanjang hari. Upper adidas Primeknit yang fleksibel namun suportif.,11,53,list_products/21.jpg
SEPATU DONOVAN MITCHELL D.O.N. ISSUE #3 - PREP SCHOOL,1800000,PERSEMBAHAN TERBARU DARI ADIDAS BASKETBALL DAN DONOVAN MITCHELL.,"Seperti sitkom legendaris era 90-an, Donovan pindah dari kota ke daerah pinggiran untuk mengejar mimpi basketnya. D.O.N. Issue #3: Sepatu Prep School dari adidas Basketball dibuat dalam kolaborasi bersama Bel-Air Athletics. Dilengkapi upper berpola di bagian dalam dan luar yang menyerupai lining dari jaket prep school yang ikonis dari acara tersebut. Dari pusat kota hingga Greenwich, gaya unik Donovan yang diterjemahkan ke segala jenis lapangan.",11,51,list_products/22.jpg
SEPATU 4DFWD,3200000,"SEPATU RUNNING YANG DIRANCANG OLEH ATLET, UNTUK ATLET AGAR DAPAT BERLARI DENGAN MULUS.","Setiap desain stylish dimulai dengan pertanyaan. Untuk adidas 4DFWD, kami bertanya: Bisakah menciptakan sepatu running untuk memudahkan sesi larimu? Kami mempelajari siklus langkah ribuan pelari, lalu menyempurnakan midsole lattice dengan zona yang ditempatkan secara presisi untuk menghasilkan topangan dan penyerapan. Sepatu ini mengembangkan inovasi adidas 4D dengan menambahkan sudut pada persamaan. Dilengkapi juga dengan heel cradle yang mendorong kaki ke depan untuk melangkah dengan lebih mudah.",12,42,list_products/23.jpg
SEPATU GOLF ZG21 MOTION RECYCLED POLYESTER,3200000,SEPATU GOLF YANG DIDESAIN AGAR KAMU TETAP PERCAYA DIRI SAAT DI LAPANGAN.,Kepercayaan diri dalam ayunanmu menghasilkan kesuksesan di setiap hole. Sepatu golf adidas ini memberikan fondasi yang kuat untuk permainanmu karena midsole Boost dan Lightstrike hybrid yang menghasilkan bantalan yang nyaman dan pengembalian energi. Outsole berbahan TPU Thintech berdesain enam spike memberikan stabilitas dan daya cengkeram untuk menghasilkan pukulan bola yang konsisten. Upper waterproof membuat kaki tetap kering bahkan dalam lingkungan yang basah.,11,35,list_products/24.jpg
SEPATU GOLF ZG21 MOTION PRIMEGREEN BOA MID-CUT,3600000,SEPATU GOLF DENGAN FIT PENYESUAIAN MIKRO.,"Kepercayaan diri dalam ayunanmu menghasilkan kesuksesan di setiap hole. Sepatu golf adidas Primeknit mid-cut ini memberikan fondasi yang solid untuk permainanmu. Paduan midsole Lightstrike and Boost memberikan sensasi berenergi dan ringan dalam setiap langkah. Outsole berbahan TPU Thintech berdesain enam spike memberikan stabilitas dan daya cengkeram untuk menghasilkan pukulan bola yang konsisten. Sistem Fit BOA® memungkinkanmu menyesuaikan fit dengan presisi, dan upper waterproof membuat kakimu tetap kering bahkan dalam kondisi yang lembap.",13,54,list_products/25.jpg
SEPATU D ROSE SON OF CHI - GODSPEED,1600000,PRODUK TERBARU DARI ADIDAS BASKETBALL DAN DERRICK ROSE.,"Terinspirasi kejayaan perjalanan basket Derrick Rose, Sepatu D Rose Son of Chi: Godspeed dari adidas Basketball adalah tentang berkaca ke masa depan. Rona warna biru muda di bagian upper digunakan untuk merepresentasikan ketenangan dan optimisme serupa dengan langit biru yang cerah. Pilihan warna sejuk ini dilengkapi heel counter dengan efek perubahan warna, midsole Bounce yang ringan, dan outsole dengan warna serupa mutiara.",13,33,list_products/26.jpg
SEPATU COURT VISION 3,1500000,SEPATU BASKET DENGAN BANTALAN FLEKSIBEL YANG NYAMAN DIPAKAI DALAM SEGALA MACAM PERTANDINGAN.,"Taklukkan pertahanan lawan dan tunjukkan keunggulan permainan. Apakah kamu bermain di lapangan kayu atau blacktop, sepatu basket adidas ini menjadi perpaduan ideal antara performa dan style. Upper warna-warni pada sepatu ini terlihat menarik, dan midsole Bounce yang ringan menawarkan bantalan responsif dan pijakan yang nyaman saat kamu beraksi dari sisi ke sisi. Produk ini dibuat dengan konten hasil daur ulang sebagai bagian dari ambisi kami untuk mengurangi pencemaran limbah plastik. 20% dari material yang digunakan dalam upper dibuat dengan minimum 50% konten hasil daur ulang.",13,43,list_products/27.jpg
SEPATU TENIS ADIZERO UBERSONIC 4,2000000,SEPATU SUPER-RESPONSIF YANG TERASA BEGITU RINGAN SAAT DIPAKAI DI HARD COURT.,"Waktu menjadi senjata terbaikmu saat berada di lapangan tenis. Dapatkan keunggulan itu dengan sepatu adidas Adizero Ubersonic 4 yang ringan ini. Upper 360 dari bahan mesh rajut yang breathable dan tanpa jahitan ini membuatmu tetap nyaman dan fokus saat bermain dengan intens. Dilengkapi penguat di bagian dalam agar tetap stabil saat digunakan dalam gerakan lintas lapangan yang ekstrem. Di bawahnya, bantalan Lighstrike low-profile memastikanmu selalu siap merespons secara instan.",11,31,list_products/28.jpg
ULTRABOOST 20 EXPLORER SHOES,3200000,RESPONSIVE RUNNING SHOES FOR ALL-DAY COMFORT.,"Even with its innovative design and legendary technology, the vision behind Ultraboost is quite simple — comfort. Lace into these adidas running shoes and find it wherever the day takes you. Boost cushioning fuels every step with energy, and the water-repellent upper keeps you going in cool weather.",11,37,list_products/29.jpg
SEPATU BOLA X SPEEDFLOW.4 FLEXIBLE GROUND,800000,SEPATU BOLA RINGAN UNTUK VERSI KECEPATANMU.,"Dari ide ke sepatu ke bola. Dan kembali lagi. Saat ketajaman pikiran berpadu dengan kecepatan gerakan, kamu menjadi versi tercepat dari dirimu. Temukan ritmemu dan tinggalkan lawanmu. Bermain dengan maksimal menggunakan sepatu bola adidas X ini. Upper berbahan tekstil lembut dengan bahan pelapis membuat langkah terasa nyaman saat kamu beraksi. Di bagian bawah, outsole serbaguna membuatmu dapat bergerak dengan cepat di lapangan firm ground, hard ground, dan lapangan rumput sintetis.",12,60,list_products/30.jpg
SEPATU ALPHABOUNCE,1800000,SEPATU RUNNING SERBAGUNA UNTUK KECEPATAN DI SEGALA ARAH.,"Sensasi kompetitif yang kau cari? Semua ada dalam rutinitas latihanmu. Sepatu running adidas ini membuatmu tetap merasa nyaman dalam sesi olahraga di gym, berlatih, dan sesi lari jarak pendek hingga menengah. Suportif namun fleksibel, sepatu ini memiliki sensasi stabil selama latihan dari sisi ke sisi seperti pemain ski es. Bantalan Bounce terasa elastis di bagian underfoot.",12,34,list_products/31.jpg
SEPATU PUREBOOST 21,2000000,SEPATU RUNNING RESPONSIF YANG DIDESAIN UNTUK GERAKAN YANG NATURAL.,"Rencana latihan hanya sebagus usahamu dalam mengeksekusinya. Sepatu running adidas ini mendukung dedikasimu melalui pengembalian energi Boost yang luar biasa. Upper sepatu ini dibuat dari material hasil daur ulang, sehingga ada lebih dari satu hal positif dalam aktivitas larimu. Produk ini dibuat dengan Primeblue, material hasil daur ulang beperforma tinggi yang dibuat dengan Parley Ocean Plastic. 50% dari upper dibuat dari bahan tekstil, 75% dari bahan tekstilnya dibuat dari benang tenun Primeblue. Tanpa virgin poliester.",11,99,list_products/32.jpg
SEPATU DAME 7 EXTPLY: OPPONENT ADVISORY,1900000,DESAIN TERBARU DARI ADIDAS BASKETBALL DAN DAMIAN LILLARD.,Sepatu Dame 7 EXTPLY: Opponent Advisory dari adidas Basketball menyampaikan pesan untuk setiap pihak yang beroposisi di lapangan. Sepatu basket ini memadukan midsole Lightstrike super-ringan dan upper berwarna solid dengan motif putih cerah yang mengomunikasikan satu-satunya hal yang ingin ditunjukkan Dame jika kamu mencoba menjaganya: Lawan harus merespons dengan bijak. Jangan bilang dia tidak memperingatkanmu. Produk ini dibuat dengan konten hasil daur ulang sebagai bagian dari ambisi kami untuk mengurangi pencemaran limbah plastik. 20% dari material yang digunakan dalam upper dibuat dengan minimum 50% konten hasil daur ulang.,13,49,list_products/33.jpg
SEPATU BOLA X SPEEDFLOW.3 LACELESS FIRM GROUND,1300000,SEPATU BOLA RINGAN UNTUK VERSI KECEPATANMU.,"Dari ide ke sepatu ke bola. Dan kembali lagi. Saat ketajaman pikiran berpadu dengan kecepatan gerakan, kamu menjadi versi tercepat dari dirimu. Temukan ritmemu dan tinggalkan lawanmu. Upper Speedskin semitransparan pada sepatu bola adidas X ini membuatmu tetap nyaman saat kamu melakukan aksi. Di bagian bawah, outsole berbahan TPU bisa digunakan untuk berakselerasi tinggi di lapangan firm ground. Fit tanpa tali yang pas di kaki membuatmu dapat melakukan kecohan dan kelokan untuk membuatmu selalu unggul.",12,32,list_products/34.jpg
BARRICADE TOKYO TENNIS SHOES,2200000,SUPPORTIVE SHOES TO CONTROL THE COURT ON SPORT&#039;S BIGGEST STAGE.,"Without control, there are no guarantees on court. So Barricade is back to help you dominate. The intuitive lacing system on these adidas tennis shoes locks you in by pulling down the neoprene tongue to match your foot shape. A Geofit system in the heel fills the remaining gaps to complete the connection. Underneath, a cushioned Bounce midsole and TPU midfoot shank keep every step comfortable and stable. That bold adidas wordmark on the medial side is made from tough RPU to combat wear from foot drag.",13,31,list_products/35.jpg
SEPATU GOLF SPIKELESS S2G,1700000,SEPATU GOLF DENGAN KENYAMANAN SEHARI-HARI DAN FUNGSI SERBA GUNA DI LUAR LAPANGAN.,Bermain di sembilan hole pertama dan nikmati hari yang santai. Sepatu golf adidas ini menghadirkan kenyamanan sepanjang babak dan desain tanpa stud menjadikan serbaguna untuk aktivitas di luar lapangan. Upper dari bahan tekstil yang lembut mengikuti bentuk kaki untuk menghasilkan postur yang suportif. Midsole Bounce membuat sepatu ini terasa empuk dan nyaman dalam aktivitas apa pun.,12,82,list_products/36.jpg
SEPATU GOLF S2G,1800000,SEPATU GOLF DENGAN TONJOLAN YANG TERINSPIRASI DESAIN SEPATU SNEAKER YANG NYAMAN.,"Ketika berada di sembilan atau satu babak penuh, sepatu golf adidas ini memberikan kenyamanan kasual dan traksi dengan tonjolan untuk kombinasi serbaguna. Upper dari bahan kulit menopang postur kaki dengan fit terkunci dan perlindungan waterproof. Dipadukan dengan midsole Bounce, sepatu ini memberikan kenyamanan dalam waktu yang lama dalam aktivitas apa pun. Produk ini dibuat dengan konten hasil daur ulang sebagai bagian dari ambisi kami untuk mengurangi pencemaran limbah plastik. 20% dari material yang digunakan dalam upper dibuat dengan minimum 50% konten hasil daur ulang.",13,44,list_products/37.jpg
SEPATU TRAIL RUNNING TERREX SOULSTRIDE,1400000,SEPATU TRAIL RUNNING YANG DIDESAIN UNTUK KENYAMANAN JARAK JAUH DARI JALUR JALANAN HINGGA TRAIL.,Maksimalkan jarak larimu dengan sepatu trail running adidas Terrex ini. Midsole yang empuk dan bantalan pillow-like di bagian tumit membuat sepatu ini nyaman digunakan seharian dalam setiap langkah. Lug sol hybrid memungkinkan transisi yang mudah antara jalanan dan jalur trail. Sidewall tinggi yang dilengkapi dengan upper berbahan mesh khusus guna menambahkan stabilitas untuk menghasilkan pijakan mantap ke mana pun kamu berlari.,12,54,list_products/38.jpg
SEPATU GOLF SPIKELESS ADICROSS ZX PRIMEBLUE,2100000,SEPATU GOLF SERBAGUNA YANG NYAMAN DIPAKAI DI DALAM DAN DI LUAR LAPANGAN.,Hadirkan kenyamanan dan performa dalam permainanmu dengan sepatu golf adidas ini. Midsole Boost memberikan pengembalian energi dari tee pertama hingga putt terakhir. Upper dari bahan tekstil dengan keunggulan waterproof membuat kaki tetap kering bahkan dalam kondisi basah. Outsole Traxion tanpa tonjolan memberikan daya cengkeram di berbagai medan dan bertransisi dengan mudah dari lapangan ke clubhouse dan aktivitas lainnya.,13,51,list_products/39.jpg
SEPATU LIGHTSTRIKE GO,1500000,SEPATU ULTRANYAMAN UNTUK MENCAPAI TARGET LARIMU DENGAN STYLISH.,"Kenali tubuhmu. Kenali pikiranmu. Kenali planet bumi. Lari adalah latihan pamungkas untuk berbagai olahraga, dan sepatu adidas ini menunjang aktivitas itu dalam setiap milnya. Dibuat dari material hasil daur ulang, dan dilengkapi bantalan Lightstrike yang meningkatkan kenyamanan saat kamu memacu diri. Produk ini dibuat dengan Primegreen, rangkaian material hasil daur ulang beperforma tinggi. 50% dari upper berbahan konten hasil daur ulang. Tanpa virgin poliester.",11,55,list_products/40.jpg
SEPATU X9000L4,2200000,SEPATU RUNNING RESPONSIF DENGAN DESAIN YANG TERINSPIRASI GAMER.,"Beberapa mil cukup untuk memulihkan pikiranmu. Sepatu running adidas ini membuatmu tetap merasa nyaman dalam sesi lari jarak pendek hingga menengah. Sepatu ini dilengkapi midsole Boost full-length yang memberikan pengembalian energi dalam setiap langkah. Desainnya mengambil inspirasi dari dunia virtual, dengan kejutan warna dan detail semi-transparan yang mengingatkan pada layar yang berpendar. Motif berkilau di bagian outsole menawarkan traksi berdaya cengkeram di jalanan perkotaan.",12,34,list_products/41.jpg
SEPATU TRAIL RUNNING TERREX AGRAVIC TR,1400000,SEPATU TRAIL RUNNING UNTUK SEGALA MACAM KONDISI PERMUKAAN.,"Dapatkan pengalaman yang lebih luas. Bertualang di alam bebas dengan Sepatu Trail running Terrex Agravic dari adidas. Traksi, penopang, dan kenyamanan pada sepatu ini memungkinkan Anda untuk bergerak tanpa kendala di medan yang mulus, tidak rata, maupun berbatu.",11,35,list_products/42.jpg
SEPATU EXHIBIT A EE (1 PAIR PER CUSTOMER),1900000,SEPATU BASKET RINGAN UNTUK SEGALA POSISI DI LAPANGAN.,"Jika Exhibit A adalah seorang atlet, mungkin akan menjadi pemain serba bisa. Definisi keserbagunaan, sepatu basket adidas ini memberikan stabilitas serta kecepatan dalam desain yang dapat kamu pakai di luar aktivitas latihan. Upper berventilasi diperkuat dengan topangan di bagian yang kamu perlukan. Midsole Lightstrike siap untuk gerakan yang ringan dan dinamis. Produk ini dibuat dengan konten hasil daur ulang sebagai bagian dari ambisi kami untuk mengurangi pencemaran limbah plastik. 20% dari material yang digunakan dalam upper dibuat dengan minimum 50% konten hasil daur ulang.",12,91,list_products/43.jpg
SEPATU TENIS PRIA MULTI-COURT APAC HALO,1100000,SEPATU RINGAN UNTUK BERBAGAI JENIS PERMUKAAN LAPANGAN.,"Anda menguasai permainan. Sepatu tenis adidas ini menyediakan platform-nya. Siap bermain dengan outsole berbahan karet multifungsi, sepatu ini akan membantu Anda mendominasi di semua jenis permukaan lapangan. Upper dari bahan mesh yang ringan membantu Anda agar bebas bergerak di lapangan. Busa di midsole memastikan pendaratan kaki yang lembut setelah melakukan loncatan servis dan smes yang tinggi.",13,70,list_products/44.jpg
SEPATU RUN FALCON 2.0,800000,SEPATU KASUAL ATLETIK UNTUK GAYA HIDUP YANG AKTIF.,Pakai sepatu running ini dan kamu siap untuk melakukan jogging di taman lalu minum kopi bersama teman. Dengan upper berbahan mesh untuk sirkulasi udara yang maksimal sepatu ini didesain agar nyaman dipakai sepanjang hari. Outsole dari bahan karet yang awet memberikan pijakan yang kuat seberapa sibuk pun jadwalmu.,11,35,list_products/45.jpg
SEPATU RESPONSE SUPER 2.0,1300000,SEPATU RUNNING UNTUK KENYAMANAN SEHARI-HARI.,Beraktivitas sepanjang hari dengan sensasi nyaman dan siap menghadapi apa pun dengan sepatu running adidas ini. Upper berbahan mesh yang breathable membuat kakimu tetap fresh bahkan dalam cuaca yang panas. Bantalan berenergi menghasilkan pantulan dalam setiap langkahmu. Produk ini dibuat dengan konten hasil daur ulang sebagai bagian dari ambisi kami untuk mengurangi pencemaran limbah plastik. 20% dari material yang digunakan dalam upper dibuat dengan minimum 50% konten hasil daur ulang.,11,31,list_products/46.jpg
